TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,TOI int,planet count,Multiplanet System,Single Transit,p_mean,p_sd,r_mean,r_sd,rhat_ok,exo_r
260130483.0,933.01,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.6,39.7,2.0,4.0,3.0,PC,PC,10.6361,0.006,,1.0,spoc-s01-s39-b0A-PC,UNKNOWN,06:09:13.28,-55:24:13.51,27.96,0.036,-47.398,0.04,2458611.743689,0.008526267,88.9349517351315,0.0012904861,8.31769291872788,0.15450177,4.423721,0.07962,4066.10830425502,73.32997,12.6770385209443,0.6020815,18.0301991749636,525.557067429786,50.049313,300.423,1.821,5546.9,103.9,3.93,0.08,1.78672003746033,0.0812036,-0.95,0.11,0.98,0.132966,"11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",2019-06-17,2022-03-21,2022-03-25 12:06:32,possible odd-even,933.0,1.0,False,False,88.934,0.001,0.066,0.002,True,0.06504750195715264
220475245.0,934.01,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,50.6,124.3,6.0,0.0,1.0,PC,PC,12.708,0.006,,1.0,qlp,UNKNOWN,05:01:24.16,-56:08:29.1,0.279,0.022,-17.249,0.029,2459385.212055,0.000209,3.781737,1.3e-06,2.192,0.076,20.783212,0.001302,18960.0,1.19901,12.4301,0.822536,116.842,915.0,247.0,301.872,1.0735,4833.0,178.0,4.51712,2.00347,0.87,0.06,,,0.79,0.0954544,"2,3,4,5,6,7,9,10,12,13,27,29,30,31,32,33,36,37",2019-07-15,2021-11-10,2021-11-13 12:04:54,TFOP work in progress.,934.0,1.0,False,False,3.782,0.0,0.13,0.002,True,0.13098594289386858
260476837.0,935.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,67.2,115.0,7.0,0.0,2.0,EB,FP,12.7918,0.007,,1.0,spoc,UNKNOWN,06:24:59.57,-59:48:16.47,0.565,3.241,54.946,3.241,2458627.063627,0.001541,2.232659,0.000212,2.538335,0.094418,21.098025,0.746343,19244.414726,687.1711,15.959056,17.639652,328.213719368026,1085.57274770603,30.391724,282.203,,4814.0,178.0,4.51946,2.00348,0.804149,0.804149,,,,,"12,28",2019-07-15,2020-10-05,2021-10-29 00:00:00,Low priority,935.0,1.0,False,False,2.233,0.0,0.361,0.118,True,0.18194494465290115
278198753.0,936.01,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,10.0,58.8,2.0,0.0,1.0,PC,PC,12.6327,0.008,,1.0,qlp-s39-tois,UNKNOWN,07:24:08.68,-78:26:33.32,-4.952,0.414,36.434,0.545,2459373.985254,0.0011899,7.9365475,2.13e-05,1.667,0.194,5.038632,0.044994,4630.0,41.4405,7.76368,1.12632,35.6191,680.0,25.0,238.321,14.87,4320.0,173.0,4.57232,0.231441,0.85,0.1,,,,,"1,3,4,7,10,11,12,13,27,30,31,33,34,37,38,39",2019-07-24,2022-03-21,2022-03-25 12:06:32,2 stars in pixel; visual binary; Ziegler has identified a stellar companion with a separation of 0.7154'' and delta magnitude of 1; v-shaped,936.0,1.0,False,False,7.937,0.0,0.18,0.121,True,0.08373712030709653
425163745.0,937.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,555.8,593.8,2.0,0.0,1.0,EB,FP,10.855,0.006,,1.0,qlp-s05-b01,QLP,03:55:35.24,-02:30:21.41,15.116,0.077,-7.142,0.062,2458438.55668,0.00035,0.27664,1e-05,0.72,0.012,17.147424,0.814454,15669.3,749.859,24.4651,5.82969,15418.8,3104.0,121.0,321.78,5.8815,5341.6,269.9,4.09,0.47,1.78,0.17,-0.061,0.026,1.033,0.131281,5,2019-07-24,2021-12-07,2021-12-07 00:00:00,V shaped; likely EB; retired as NEB,937.0,1.0,False,False,,,,,,0.1260074763515205
332660150.0,938.01,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.6,42.7,2.0,5.0,11.0,PC,PC,10.8479,0.007,,1.0,qlp,UNKNOWN,04:12:07.76,-12:07:07.81,-6.466,0.046,-10.769,0.041,2459193.804926,0.0028951,8.8073507,4.47e-05,4.264,0.411,1.847322,0.001166,1700.0,1.0737,4.0916,0.230702,220.735,1073.0,19.0,215.034,1.909,5981.0,125.9,4.49,0.08,0.99,0.05,,,1.1,0.146506,"5,32",2019-07-24,2021-02-01,2021-10-29 00:00:00,Co-moving M dwarf 7.7,938.0,1.0,False,False,8.812,0.003,0.046,0.002,True,0.03789023476100664
67772767.0,939.01,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,33.7,98.9,3.0,9.0,9.0,PC,PC,10.9335,0.007,,1.0,qlp,UNKNOWN,04:15:08.84,-07:18:56.69,4.617,0.051,-14.8,0.035,2459199.364902,0.0007912,7.6107227,1.16e-05,4.249,0.229,6.971043,0.000986,6400.0,0.908335,12.4861,0.648829,297.144,1156.0,83.0,352.195,4.6785,6159.5,130.8,4.14,0.09,1.53,0.08,-0.23,0.12,1.17,0.166203,"5,32",2019-07-24,2021-02-01,2021-10-29 00:00:00,Check 67772765 but otherwise a good giant planet candidate,939.0,1.0,False,False,7.611,0.001,0.072,0.001,True,0.07481775952372229
248434716.0,940.01,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,28.4,114.7,0.0,1.0,4.0,PC,APC,11.0057,0.006,,1.0,spoc,UNKNOWN,05:09:36.86,-05:40:15.49,-7.9,3.9,32.3,4.1,2459174.755594,0.00066776975,0.739459157321086,3.6334586e-05,0.647776550076687,0.1785353,1.861222,0.125769,1712.78022597793,115.83118,4.18122969902256,2.7865129,3900.65108759741,2015.59849632519,15.907077,,,5100.2,109.7,,,1.0,,,,,,32,2019-07-24,2019-07-24,2021-10-29 00:00:00,Retired as SB2 and revived as APC,940.0,1.0,False,False,0.739,0.0,0.04,0.006,True,0.03833304749652981
408137826.0,941.01,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,12.5,62.2,4.0,12.0,5.0,PC,PC,10.9968,0.006,,1.0,qlp,UNKNOWN,05:13:12.13,06:32:45.29,17.295,0.176,-31.602,0.118,2459198.275288,0.0015275,8.5145626,2.67e-05,3.78,0.261,3.545282,0.00122,3260.0,1.12382,6.95626,0.374315,166.575,1000.0,30.0,263.386,6.2255,5920.0,129.1,4.32,0.08,1.18,0.06,,,1.078,0.138831,"5,32",2019-07-24,2021-02-01,2021-10-29 00:00:00,Check star 17,941.0,1.0,False,False,8.516,0.001,0.054,0.002,True,0.054045945561475704
146520535.0,942.01,,3.0,5.0,5.0,3.0,4.0,4.0,4.0,8.0,50.9,21.0,18.0,3.0,PC,CP,11.0462,0.007,,1.0,qlp,QLP,05:06:35.91,-20:14:44.21,15.382,0.034,-3.976,0.04,2458441.57167,0.00496,4.32765,0.00173,3.181,0.479,1.60808,0.002817,1480.0,2.59497,3.52025,0.272617,261.858,1120.0,11.0,152.601,0.692,4945.0,121.0,4.43,0.09,0.91,0.06,,,0.814,0.0972503,5,2019-07-24,2020-05-20,2021-10-29 00:00:00,Probable young K dwarf. Transit is believable enough. Maybe also a signal at 10.15 days with Tc=1447?,942.0,1.0,False,False,4.327,0.02,0.019,0.024,True,0.035465120157261165
399871011.0,943.01,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,25.7,92.5,13.0,17.0,9.0,PC,PC,11.0412,0.009,,1.0,qlp,QLP,04:58:13.23,08:58:50.97,2.493,0.075,-6.744,0.043,2458444.27026,0.00106,12.35611,0.00083,5.963,0.521,8.74271,0.002106,8020.0,1.93969,13.4341,0.632642,366.445,1218.0,62.0,397.789,7.0255,6794.0,135.7,4.28,0.09,1.45,0.06,,,1.46,0.239351,5,2019-07-24,2020-05-20,2021-10-29 00:00:00,Warm Jupiter candidate,943.0,1.0,False,False,12.75,0.121,0.084,0.003,True,0.08493953815804475
434234955.0,944.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40.6,29.2,2.0,1.0,9.0,EB,FP,11.3818,0.008,,1.0,qlp,UNKNOWN,04:15:14.66,14:56:41.42,3.722,0.121,-2.855,0.074,2458439.3488,0.00487,6.04548,0.00581,3.476,0.605,3.763161,0.008247,3460.0,7.59583,19.4971,1.64914,597.693,1377.0,22.0,938.401,44.721,7011.0,107.1,3.51,0.09,3.6,0.23,0.182,0.014,1.54,0.263919,5,2019-07-24,2020-05-20,2021-10-29 00:00:00,Hint of secondary may be driven by momentum dumps in second orbit.,944.0,1.0,False,False,6.045,0.002,0.027,0.055,True,0.04965201056889144
167714792.0,945.01,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,9.6,44.6,0.0,3.0,3.0,PC,PC,11.1224,0.006,,1.0,qlp,UNKNOWN,05:21:49.28,-36:40:25.65,1.326,0.042,9.579,0.043,2459199.603438,0.0067829,0.9298045,9e-06,1.203,0.375,0.782012,0.004662,720.0,4.294,4.60146,0.421019,4136.65,2234.0,11.0,516.104,6.0015,7019.0,133.6,4.19,0.09,1.65,0.07,,,1.55,0.264888,"5,6,32",2019-07-24,2020-05-20,2021-10-29 00:00:00,,945.0,1.0,False,False,0.93,0.001,0.012,0.012,True,0.025567073952983913
219205407.0,946.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,206.3,381.4,0.0,0.0,1.0,EB,FP,10.8732,0.006,,1.0,qlp,UNKNOWN,06:11:20.14,-51:27:59.84,-12.661,0.095,12.065,0.118,2459356.387875,7.44e-05,6.1253092,1e-06,1.992,0.025,43.643544,0.008976,39400.0,8.26705,22.9909,1.48982,60.67,777.0,276.0,164.458,1.516,5008.3,61.9,,,1.05,0.07,,,0.83,0.0986101,"1,5,6,7,8,11,28,32,33,34",2019-04-01,2021-10-05,2021-10-29 00:00:00,TFOP FP; retired as SB2,946.0,1.0,False,False,6.125,0.0,0.481,0.238,True,0.2007409588013443
262330063.0,947.01,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,63.7,94.5,0.0,1.0,3.0,PC,APC,10.642,0.008,,1.0,qlp-s05-b01,QLP,05:13:16.52,04:48:35.63,19.609,0.076,-13.807,0.064,2458444.9382,0.00135,7.31523,0.00108,1.832,0.168,8.967108,0.043551,8225.0,40.1108,17.8813,1.51633,187.784,1031.0,43.0,390.775,6.9555,6251.5,148.3,4.0,0.49,1.79,0.09,,,1.24,0.187876,5,2019-07-24,2021-12-07,2021-12-07 00:00:00,needs follow-up to determine which star is source. TFOP APC; previously retired as  SB2,947.0,1.0,False,False,,,,,,0.0915831083117924
146438872.0,948.01,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,16.7,57.7,0.0,4.0,1.0,PC,APC,10.5068,0.007,,1.0,qlp-s05-b01,QLP,05:02:07.62,-22:42:42.71,9.231,0.034,9.723,0.037,2458442.13529,0.00315,12.7009,0.00217,3.208,0.678,2.698778,0.038003,2482.58,35.0013,10.5402,1.37025,270.518,1129.0,17.0,370.711,3.624,6092.9,164.2,3.65,0.11,1.92,0.1,-0.675,0.0777817,1.05,0.131455,5,2019-07-24,2021-12-07,2021-12-07 00:00:00,marginal; previously retired as SB1,948.0,1.0,False,False,,,,,,0.05032884266745724
189013222.0,949.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.9,77.1,0.0,3.0,0.0,O,FP,10.2892,0.006,,1.0,qlp-s32-ffi,QLP,05:16:24.44,-15:30:45.67,4.352,0.047,-27.448,0.051,2459199.159811,0.0029667,1.3228701,7.1e-06,1.589,0.324,0.782012,0.002577,720.0,2.37381,2.50355,0.202899,910.45,1530.0,13.0,112.611,0.399,5136.1,201.1,,,0.84,0.05,,,0.898,0.108998,"5,32",2019-07-24,2022-01-25,2022-01-26 12:06:41,Same as TOI 426.01; retired as duplicate/TFOP FP,949.0,1.0,False,False,1.322,0.001,0.029,0.005,True,0.027324127557376267
245947683.0,950.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47.5,114.3,2.0,1.0,9.0,PC,FA,10.2098,0.006,,1.0,qlp,QLP,04:41:30.02,14:48:55.92,11.031,0.072,-28.797,0.037,2458439.35452,0.00487,1.14288,0.00059,1.699,0.204,2.467423,0.007514,2270.0,6.92052,7.08364,0.564923,3104.56,2079.0,9.0,211.593,1.9625,6706.0,451.3,4.23,0.13,1.51,0.08,,,1.424,0.311166,5,2019-07-24,2020-05-20,2021-10-29 00:00:00,may be on 245947692,950.0,1.0,False,False,1.143,0.001,0.021,0.04,True,0.04300796118826433
449050247.0,951.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,211.2,297.4,0.0,0.0,1.0,EB,FP,10.0938,0.006,,1.0,qlp-s05-b01,QLP,04:30:12.32,05:17:55.77,42.469,0.108,-8.611,0.073,2458441.2993,0.00036,2.96845,8e-05,3.707,0.043,18.68778,0.000522,17064.8,0.480494,20.1857,0.279842,969.61,1554.0,212.0,206.344,2.9425,5761.5,36.8,4.35,0.47,1.4,0.02,,,1.231,0.200225,"5,12",2019-07-24,2021-12-07,2021-12-07 00:00:00,NEB from WASP-South	,951.0,1.0,False,False,2.968,0.0,0.129,0.001,True,0.1321858900285427
319312479.0,952.01,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,8.7,63.9,2.0,3.0,9.0,PC,PC,10.0716,0.007,,1.0,qlp,UNKNOWN,04:07:07.07,-13:46:00.69,-0.041,0.084,7.796,0.082,2459168.2004,0.00157,1.79011,1e-05,1.372,0.305,0.466967,0.003362,430.0,3.09637,7.38823,0.587766,1262.31,1660.0,14.0,459.161,14.758,7110.0,124.8,3.9,0.09,2.33,0.12,,,1.58,0.26325,31,2019-07-24,2020-05-20,2021-10-29 00:00:00,observing notes say mass <2 M_Jup,952.0,1.0,False,False,1.79,0.0,0.026,0.003,True,0.029070587356051676
449050248.0,953.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,206.9,263.5,0.0,0.0,1.0,EB,FP,9.87405,0.006,,1.0,qlp-s05-b01,QLP,04:30:12.6,05:17:54.35,42.704,0.063,-9.038,0.035,2458441.29935,0.00033,2.96844,8e-05,3.663,0.05,14.23792,0.000508,13028.0,0.468074,19.3343,0.5836,981.423,1559.0,209.0,204.316,1.692,5772.0,84.7,4.1,0.06,1.54,0.05,-0.16,0.04,1.19,0.173954,"5,12",2019-07-24,2021-12-07,2021-12-07 00:00:00,SB1 from WASP-South SB1 RV variation=30 km/s	,953.0,1.0,False,False,2.968,0.0,0.116,0.001,True,0.1151004583162992
44792534.0,954.01,,3.0,5.0,5.0,4.0,4.0,3.0,4.0,36.6,95.9,7.0,19.0,6.0,PC,CP,9.77919,0.006,,1.0,qlp,UNKNOWN,04:07:45.85,-25:12:31.69,-5.787,0.042,-29.623,0.045,2459167.32483,0.00093,3.68497,1e-05,4.536,0.486,2.249803,0.000621,2070.0,0.572102,9.05543,0.475878,1260.27,1659.0,43.0,238.768,1.89,5756.0,127.5,3.88,0.07,1.93,0.1,,,1.03,0.126389,"4,5,31",2019-07-24,2020-12-22,2021-10-29 00:00:00,evolved star; possible spot crossing,954.0,1.0,False,False,3.684,0.0,0.046,0.001,True,0.04301511511721522
146467675.0,955.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19.8,73.8,1.0,4.0,5.0,EB,FP,9.70467,0.006,,1.0,qlp,UNKNOWN,05:04:19.64,-20:43:52.83,-15.51,0.033,-17.482,0.043,2458438.25873,0.00265,1.63715,0.00029,1.618,0.174,0.901535,0.001204,830.0,1.10852,4.97601,0.296447,856.185,1506.0,23.0,211.351,1.269,5888.8,108.6,3.99,0.07,1.72,0.08,-0.463348,0.073994,1.068,0.132956,5,2019-07-24,2020-05-20,2021-10-29 00:00:00,possibly an EB. May be on 146467673.,955.0,1.0,False,False,1.637,0.003,0.011,0.023,True,0.026522967816420467
146434840.0,956.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40.2,64.7,0.0,0.0,1.0,EB,FP,9.49344,0.006,,1.0,qlp-s05-b01,QLP,05:01:26.6,-22:22:55.69,19.728,0.038,25.233,0.042,2458445.26599,0.00242,17.95473,0.0025,3.139,0.366,6.492576,0.619433,5962.04,570.356,14.9952,4.79364,225.794,1079.0,23.0,210.646,1.309,6029.5,244.8,4.22,0.12,1.77,0.14,-0.58,0.09,1.161,0.161277,5,2019-07-24,2021-12-07,2021-12-07 00:00:00,possibly an EB; retired as NEB,956.0,1.0,False,False,,,,,,0.07766910790984816
249067445.0,957.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.3,60.0,1.0,3.0,7.0,EB,FP,8.95699,0.006,,1.0,qlp,UNKNOWN,05:17:43.78,-00:22:12.44,-5.427,0.099,-4.661,0.078,2459198.9042,0.0023712,0.8317937,1.93e-05,1.875,0.239,0.217169,0.000441,200.0,0.406279,2.64673,0.154363,25432.4,3518.0,12.0,280.188,4.9225,8897.0,170.2,4.27,0.07,1.82,0.06,,,2.241,0.316844,"5,32",2019-07-24,2021-02-11,2021-10-29 00:00:00,Rstar = 1.96 Rsun in TIC. Rp = 4 Re.,957.0,1.0,False,False,0.831,0.0,0.03,0.013,False,0.013332376603057715
92880568.0,958.01,,3.0,5.0,5.0,3.0,3.0,4.0,4.0,32.9,125.4,9.0,3.0,5.0,PC,APC,10.964,0.008,,1.0,qlp,UNKNOWN,05:32:51.8,-19:34:30.26,-6.934,0.041,-7.583,0.062,2459199.98007,0.0008978,0.5875044,1.1e-06,1.344,0.02,1.825571,0.655072,1680.0,603.162,14.3274,3.9317,31057.7,3698.0,58.0,297.121,2.9405,5745.1,130.2,4.14,0.08,1.43,0.08,-0.22,0.1,1.03,0.12512,"5,6,32",2019-07-24,2020-05-20,2021-10-29 00:00:00,TFOP investigation in progress. V-shaped.,958.0,1.0,False,False,0.589,0.0,0.17,0.124,True,0.09185454901286727
279999655.0,959.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,447.1,1732.6,2.0,2.0,3.0,PC,FP,10.649,0.008,,1.0,qlp,QLP,07:36:02.99,04:42:54.42,-1.142,0.133,1.312,0.084,2458492.69541,0.00037,1.54104,4e-05,1.686,0.046,33.792639,1.180924,30644.8,1087.08,,,11491.8,2884.0,145.0,639.564,22.816,8264.0,300.9,4.09,1.38,,,-0.126478,0.0738681,1.72,0.272772,7,2019-07-24,2019-07-24,2021-10-29 00:00:00,,959.0,1.0,False,False,1.541,0.0,0.347,0.18,True,
5109298.0,960.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,28.3,93.0,1.0,1.0,9.0,EB,FP,10.6698,0.012,,1.0,qlp,UNKNOWN,07:10:23.54,-05:25:57.65,-4.426,0.081,-4.126,0.074,2458491.79665,0.00577,1.6221,0.00071,2.428,0.687,2.510952,0.009138,2310.0,8.41618,10.5888,0.869346,16094.3,3137.0,16.0,789.891,30.7345,9385.0,206.7,4.12,0.07,2.22,0.11,,,2.38,0.324361,7,2019-07-24,2020-05-20,2021-10-29 00:00:00,TFOP FP; retired as NEB,960.0,1.0,False,False,,,,,,0.043728350135387645
265077027.0,961.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,180.5,335.1,2.0,2.0,4.0,PC,FP,10.6596,0.006,,1.0,qlp,QLP,08:28:42.8,04:02:18.79,-12.983,0.085,0.219,0.058,2458496.16829,0.00121,4.79586,0.00067,2.132,0.11,29.596388,1.034273,26891.1,952.147,23.4129,4.50006,377.084,1227.0,84.0,246.177,3.1815,5782.5,112.0,4.37,2.0,1.3,0.05,,,1.08,0.135194,7,2019-07-24,2019-07-24,2021-10-29 00:00:00,,961.0,1.0,False,False,4.796,0.0,0.209,0.196,True,0.1651129659004213
141776043.0,962.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.4,88.7,1.0,1.0,1.0,PC,FP,11.2295,0.006,,1.0,qlp,QLP,07:50:51,-21:00:56.65,-9.921,0.039,0.43,0.036,2458493.35787,0.00223,4.06269,0.00071,4.299,0.179,4.580598,0.851873,4210.0,784.296,,,,,66.0,447.244,5.667,,,,,,,,,,,7,2019-07-24,2020-05-20,2021-10-29 00:00:00,V shaped and maybe odd even difference,962.0,1.0,False,False,4.062,0.001,0.189,0.133,True,
25799609.0,963.01,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,22.5,108.3,1.0,3.0,5.0,PC,PC,10.6412,0.006,,1.0,qlp,UNKNOWN,07:56:35.83,-00:46:22.26,1.129,0.064,10.848,0.043,2459235.100283,0.0018359,11.1179704,3.29e-05,4.435,0.562,7.145894,0.002256,6560.0,2.07759,8.98777,0.433007,218.979,1071.0,23.0,203.873,1.585,5814.9,111.1,4.4,0.07,1.07,0.05,-0.016,0.051,1.046,0.128597,"7,34",2019-07-24,2021-06-11,2021-10-29 00:00:00,possible centroid shift to the NW,963.0,1.0,False,False,11.118,0.003,0.074,0.004,True,0.0770082923768033
179155220.0,964.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,281.9,597.3,1.0,0.0,3.0,PC,FP,10.6659,0.006,,1.0,qlp,QLP,07:16:25.66,-08:19:47.04,-1.464,0.068,-86.426,0.058,2458491.88882,0.00059,0.60274,2e-05,1.834,0.017,18.35513,0.510375,16763.6,469.962,11.8344,2.05443,18432.4,3246.0,129.0,127.566,0.675,5146.2,120.2,4.61,0.28,0.83,0.04,,,0.895,0.109987,7,2019-07-24,2019-07-24,2021-10-29 00:00:00,short period and V-shaped,964.0,1.0,False,False,0.603,0.001,0.079,0.13,True,0.13071862549811147
179159972.0,965.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19.5,94.7,1.0,2.0,6.0,PC,FP,10.6124,0.006,,1.0,qlp,QLP,07:16:13.51,-09:53:36.5,-20.821,0.119,48.724,0.109,2458491.95227,0.00378,1.37101,0.00035,2.379,0.432,1.696626,0.063808,1561.43,58.7673,4.99178,0.972297,17275.0,3193.0,21.0,224.488,4.1545,5947.5,51.9,4.22,0.41,1.15,0.02,,,1.151,0.161443,7,2019-07-24,2019-07-24,2021-10-29 00:00:00,check TIC 179159990,965.0,1.0,False,False,1.371,0.004,0.017,0.027,True,0.039794854126278825
178367144.0,966.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,127.8,145.2,0.0,1.0,1.0,PC,KP,10.5572,0.006,,1.0,spoc,UNKNOWN,08:13:34.14,-01:58:58.03,-14.052,0.091,-3.169,0.055,2459229.298885,0.00029058964,3.4092439200571,7.086846e-05,3.20404724017003,0.022467284,17.913615,0.13741,16363.68510061,126.55157,15.9571083455739,0.7293421,918.356412963835,1404.01764339727,123.55711,253.985,3.36,6316.0,120.3,4.37,0.08,1.21069,0.0548342,,,1.244,0.18593,"7,34",2019-07-24,2021-03-11,2021-10-29 00:00:00,could be on TIC 178367145,966.0,1.0,False,False,3.409,0.0,0.123,0.001,True,0.1208343914785397
445586472.0,967.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.4,29.3,0.0,1.0,1.0,EB,FP,10.5704,0.006,,1.0,spoc,QLP,07:48:20.16,-57:14:10.72,-16.929,0.049,8.655,0.05,2459230.004598,0.004605945,1.73936314934075,0.00061331433,3.60690275512823,0.85206544,0.465752,0.047981,428.881193933735,44.19116,5.11890794120371,4.030304,11860.0095257582,2661.58909833971,8.666388,522.06,7.0035,7051.0,134.9,3.87,0.09,2.40368,0.102113,,,1.56,0.27747,"7,8,9,10,34",2019-07-24,2021-03-11,2021-10-29 00:00:00,TFOP FP; retired as NEB,967.0,1.0,False,False,1.739,0.0,0.062,0.047,True,0.019524053547073362
453209605.0,968.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.3,75.9,0.0,0.0,1.0,PC,FP,10.5766,0.006,,1.0,qlp,QLP,07:47:39.43,11:58:50.87,-9.2,2.0,-0.2,2.0,2458493.61746,0.00238,2.80944,0.0006,3.151,0.205,1.745562,0.001473,1606.43,1.35648,,,536.378,1340.0,20.0,,,4968.3,82.0,,,,,,,,,7,2019-07-24,2019-07-24,2021-10-29 00:00:00,no planet radius estimate because no stellar radius estimate but star is likely to be evolved so planet likely to be large.,968.0,1.0,False,False,2.809,0.001,0.017,0.035,True,
280437559.0,969.01,,2.0,4.0,4.0,2.0,4.0,4.0,4.0,22.8,103.7,7.0,4.0,8.0,PC,PC,10.5424,0.006,,1.0,qlp,UNKNOWN,07:40:32.8,02:05:54.92,-34.152,0.091,-77.936,0.058,2459248.377773,0.0012764,1.8237371,4.2e-06,1.347,0.303,2.053983,0.002638,1890.0,2.4297,3.64998,0.388173,167.634,1002.0,30.0,77.2554,0.32535,4249.1,132.6,4.43,0.11,0.82,0.08,0.086,0.041,0.66,0.0799349,"7,34",2019-07-24,2021-06-11,2021-10-29 00:00:00,,969.0,1.0,False,False,1.824,0.0,0.038,0.001,True,0.04080806038136707
174599051.0,970.01,,1.0,4.0,3.0,1.0,3.0,4.0,4.0,6.7,44.6,0.0,2.0,1.0,PC,PC,10.5248,0.006,,1.0,qlp,UNKNOWN,07:38:47.76,-39:08:07.87,-43.354,0.046,-8.11,0.056,2459244.013263,0.0050251,4.985636,4.43e-05,3.736,1.174,1.053675,0.006665,970.0,6.13888,3.35045,0.343854,408.008,1252.0,17.0,147.148,0.602,5189.0,121.3,4.33,0.09,1.07,0.06,,,0.88,0.108967,"7,8,34",2019-07-24,2021-06-11,2022-06-21 00:00:00,some centroid offset not centered on another star,970.0,1.0,False,False,4.985,0.005,0.03,0.006,True,0.028707057834575275
177722855.0,971.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.3,62.4,0.0,5.0,7.0,EB,FP,10.5224,0.006,,1.0,spoc,UNKNOWN,07:09:41.15,-11:19:43.96,-26.461,0.067,17.049,0.061,2459203.896937,0.0065743267,2.39036583281642,0.0012225003,5.993927519624,0.37037173,0.989517,0.058705,910.963700632796,54.06806,5.04043733037024,0.3362495,1468.04747431518,1578.71877771481,11.78753,229.595,2.293,5743.0,241.8,4.18,0.09,1.37031,0.0707161,,,1.026,0.146742,33,2019-07-24,2020-05-20,2021-10-29 00:00:00,,971.0,1.0,False,False,2.39,0.001,0.033,0.005,False,0.03372241844743375
125894957.0,972.01,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,295.7,1239.9,0.0,1.0,1.0,EB,FP,10.5484,0.015,,1.0,qlp-tois-update,QLP,07:41:07.29,-26:04:15.38,-2.163,0.043,3.375,0.048,2458493.15026,0.00337,2.67425,0.00073,3.779,0.919,2.086617,0.01068,1920.0,9.83619,178.665,,2364.93,1942.0,24.0,3083.92,309.965,4770.0,122.0,,,36.51,,,,,,7,2019-07-24,2022-07-11,2022-07-11 00:00:00,BEB or diluted planet; almost exactly same aperture for 125894951; TFOP FP,972.0,1.0,False,False,2.674,0.001,0.077,0.038,True,0.04486389458475346
